name,salary,year
Khem Birch,"$1,378,242",2019
Brandon Paul,"$1,378,242",2019
Isaiah Thomas,"$1,512,601",2019
Omri Casspi,"$1,512,601",2019
Raymond Felton,"$1,512,601",2019
Troy Williams,"$1,512,601",2019
Amir Johnson,"$1,512,601",2019
Jamal Crawford,"$1,512,601",2019
Treveon Graham,"$1,512,601",2019
Udonis Haslem,"$1,512,601",2019
Carmelo Anthony,"$1,512,601",2019
Kevon Looney,"$1,512,601",2019
Jose Calderon,"$1,512,601",2019
Jeff Green,"$1,512,601",2019
JaVale McGee,"$1,512,601",2019
Channing Frye,"$1,512,601",2019
Ian Clark,"$1,512,601",2019
Vince Carter,"$1,512,601",2019
Mitchell Robinson,"$1,485,440",2019
Dakari Johnson,"$1,378,242",2019
Jaylen Morris,"$1,378,242",2019
Wes Iwundu,"$1,378,242",2019
Caris LeVert,"$1,562,280",2017
Caron Butler,"$1,551,659",2017
Justin Anderson,"$1,514,160",2017
DeAndre' Bembry,"$1,499,760",2017
Bobby Portis,"$1,453,680",2017
Malachi Richardson,"$1,439,800",2017
Marreese Speights,"$1,403,611",2017
JaVale McGee,"$1,403,611",2017
Deyonta Davis,"$1,369,299",2017
Shabazz Napier,"$1,350,120",2017
Willy Hernangomez,"$1,350,000",2017
Sasha Kaun,"$1,333,240",2017
Clint Capela,"$1,296,240",2017
Brice Johnson,"$1,273,920",2017
Jeremy Evans,"$1,227,286",2017
CJ Wilcox,"$1,209,600",2017
Pascal Siakam,"$1,196,040",2017
Josh Huestis,"$1,191,480",2017
Livio Jean-Charles,"$1,188,840",2017
Kevon Looney,"$1,182,840",2017
David Lee,"$1,551,659",2017
Mitch McGary,"$1,526,040",2017
Marcelinho Huertas,"$1,500,000",2017
Jordan Adams,"$1,465,080",2017
Demetrius Jackson,"$1,450,000",2017
Rodney Hood,"$1,406,520",2017
Michael Beasley,"$1,403,611",2017
Rondae Hollis-Jefferson,"$1,395,600",2017
Nikola Jokic,"$1,358,500",2017
Guillermo Hernangomez,"$1,350,000",2017
Tyus Jones,"$1,339,680",2017
Timothe Luwawu-Cabarrot,"$1,326,960",2017
Jarell Martin,"$1,286,160",2017
Luke Babbitt,"$1,227,286",2017
Jordan Mickey,"$1,223,653",2017
Larry Nance Jr.,"$1,207,680",2017
Kyle Anderson,"$1,192,080",2017
Chris McCullough,"$1,191,480",2017
Skal Labissiere,"$1,188,840",2017
Dejounte Murray,"$1,180,080",2017
Taj Gibson,"$1,442,968",2021
Jaylen Adams,"$1,416,852",2021
Dairis Bertans,"$1,416,852",2021
Tarik Phillip,"$1,416,842",2021
Kyle Collinsworth,"$1,378,242",2021
Brandon Paul,"$1,378,242",2021
David Stockton,"$1,378,242",2021
Aaron Jackson,"$1,378,242",2021
Vernon Carey Jr.,"$1,350,000",2021
Ben Moore,"$1,349,383",2021
Xavier Tillman,"$1,300,000",2021
Alex Len,"$1,265,372",2021
Nick Young,"$1,042,584",2021
Gorgui Dieng,"$1,000,000",2021
Paul Millsap,"$1,000,000",2021
Daniel Oturu,"$898,310",2021
Stanton Kidd,"$898,310",2021
Tre Jones,"$898,310",2021
Elijah Hughes,"$898,310",2021
Jordan Nwora,"$898,310",2021
Elie Okobo,"$1,416,852",2021
Jemerrio Jones,"$1,416,852",2021
Yante Maten,"$1,416,852",2021
Dakari Johnson,"$1,378,242",2021
Jaylen Morris,"$1,378,242",2021
Rodney Purvis,"$1,378,242",2021
Zhou Qi,"$1,378,242",2021
Ike Anigbogu,"$1,378,242",2021
Jabari Bird,"$1,349,464",2021
James Nunnally,"$1,349,383",2021
Tyrell Terry,"$1,289,846",2021
Noah Vonleh,"$1,087,776",2021
Nick Richards,"$1,000,000",2021
Jahmi'us Ramsey,"$1,000,000",2021
Ron Baker,"$948,580",2021
Anthony Gill,"$898,310",2021
Isaiah Joe,"$898,310",2021
Sam Merrill,"$898,310",2021
CJ Elleby,"$898,310",2021
Max Strus,"$898,310",2021
Quincy Acy,"$981,348",2016
John Jenkins,"$981,348",2016
Robert Sacre,"$981,348",2016
Pablo Prigioni,"$947,726",2016
Henry Sims,"$947,276",2016
Matt Bonner,"$947,276",2016
Grant Jerrett,"$947,276",2016
Ricky Ledo,"$947,276",2016
Seth Curry,"$947,276",2016
John Lucas III,"$947,276",2016
Tayshaun Prince,"$947,276",2016
Jason Terry,"$947,276",2016
Amar'e Stoudemire,"$947,276",2016
Damien Wilkins,"$947,276",2016
Luc Mbah a Moute,"$947,276",2016
Gerald Green,"$947,276",2016
Jared Cunningham,"$947,276",2016
Troy Daniels,"$947,276",2016
Donald Sloan,"$947,276",2016
Mike Miller,"$947,276",2016
Jerel McNeal,"$981,348",2016
Chris Johnson,"$981,348",2016
Thomas Robinson,"$981,348",2016
Tyler Hansbrough,"$947,276",2016
Mike Muscala,"$947,276",2016
Hollis Thompson,"$947,276",2016
Ronnie Price,"$947,276",2016
Sasha Vujacic,"$947,276",2016
Allen Crabbe,"$947,276",2016
Rasual Butler,"$947,276",2016
Isaiah Canaan,"$947,276",2016
Dewayne Dedmon,"$947,276",2016
Metta World Peace,"$947,276",2016
Anthony Bennett,"$947,276",2016
Chuck Hayes,"$947,276",2016
Chris Babb,"$947,276",2016
Jamaal Franklin,"$947,276",2016
Ish Smith,"$947,276",2016
Richard Jefferson,"$947,276",2016
Jeff Withey,"$947,276",2016
Rashard Lewis,"$915,243",2015
Shawn Marion,"$915,243",2015
Chris Douglas-Roberts,"$915,243",2015
J.J. Barea,"$909,859",2015
Joe Harris,"$884,879",2015
Robbie Hummel,"$880,000",2015
Ish Smith,"$861,405",2015
Isaiah Canaan,"$816,842",2015
Nick Calathes,"$816,482",2015
Carrick Felix,"$816,482",2015
Casper Ware,"$816,482",2015
Mike Muscala,"$816,482",2015
Hollis Thompson,"$816,482",2015
Isaiah Thomas,"$1,620,564",2020
Trey Burke,"$1,620,564",2020
Emmanuel Mudiay,"$1,620,564",2020
Patrick Patterson,"$1,620,564",2020
Kyle O'Quinn,"$1,620,564",2020
Wilson Chandler,"$1,620,564",2020
Udonis Haslem,"$1,620,564",2020
Jared Dudley,"$1,620,564",2020
JaKarr Sampson,"$1,620,564",2020
Ryan Anderson,"$1,620,564",2020
Gerald Green,"$1,620,564",2020
Nerlens Noel,"$1,620,564",2020
James Southerland,"$816,482",2015
Brandon Davies,"$816,482",2015
Tony Mitchell,"$816,482",2015
Chris Babb,"$816,482",2015
Dwight Buycks,"$816,482",2015
Troy Daniels,"$816,482",2015
Dionte Christmas,"$816,482",2015
James Jones,"$915,243",2015
Robert Sacre,"$915,243",2015
Cole Aldrich,"$915,243",2015
Jerami Grant,"$884,879",2015
Devyn Marble,"$884,879",2015
Allen Crabbe,"$862,000",2015
Damien Inglis,"$820,000",2015
Ray McCallum,"$816,482",2015
Justin Hamilton,"$816,482",2015
Glen Rice Jr.,"$816,482",2015
Nate Wolters,"$816,482",2015
Matthew Dellavedova,"$816,482",2015
J.J. Barea,"$1,620,564",2020
Raul Neto,"$1,620,564",2020
Jordan Bell,"$1,620,564",2020
Vince Carter,"$1,620,564",2020
Frank Jackson,"$1,618,520",2020
Damyean Dotson,"$1,618,520",2020
Dwayne Bacon,"$1,618,520",2020
Semi Ojeleye,"$1,618,520",2020
Isaiah Taylor,"$1,620,564",2020
Tyler Lydon,"$1,620,564",2020
Glenn Robinson III,"$1,620,564",2020
Furkan Korkmaz,"$1,620,564",2020
Michael Carter-Williams,"$1,620,564",2020
Kyle Korver,"$1,620,564",2020
Shaquille Harrison,"$1,620,564",2020
Dwight Howard,"$1,620,564",2020
Justin Patton,"$1,620,564",2020
Thabo Sefolosha,"$1,620,564",2020
Grant Jerrett,"$816,482",2015
Peyton Siva,"$816,482",2015
Dewayne Dedmon,"$816,482",2015
Phil Pressey,"$816,482",2015
Ognjen Kuzmic,"$816,482",2015
Jamaal Franklin,"$816,482",2015
Jeff Withey,"$816,482",2015
Ian Clark,"$816,482",2015
Tyson Chandler,"$1,620,564",2020
Alec Burks,"$1,620,564",2020
Jarell Martin,"$1,620,564",2020
Tim Frazier,"$1,620,564",2020
Joe Johnson,"$1,620,564",2020
Dillon Brooks,"$1,618,520",2020
Abdel Nader,"$1,618,520",2020
Royce O'Neale,"$1,618,520",2020
Sterling Brown,"$1,618,520",2020
Wes Iwundu,"$1,618,420",2020
Frank Jackson,"$1,378,242",2019
Abdel Nader,"$1,378,242",2019
Damyean Dotson,"$1,378,242",2019
Rodney Purvis,"$1,378,242",2019
Dwayne Bacon,"$1,378,242",2019
Sterling Brown,"$1,378,242",2019
Semi Ojeleye,"$1,378,242",2019
Zhou Qi,"$1,378,242",2019
Maxi Kleber,"$1,378,242",2019
Ike Anigbogu,"$1,378,242",2019
Monte Morris,"$1,349,383",2019
Ryan Arcidiacono,"$1,349,383",2019
Antonio Blakeney,"$1,349,383",2019
Tyrone Wallace,"$1,349,383",2019
Shaquille Harrison,"$1,311,265",2019
Jalen Brunson,"$1,230,000",2019
Melvin Frazier Jr.,"$1,050,000",2019
Isaac Bonga,"$1,000,000",2019
De'Anthony Melton,"$949,000",2019
Austin Rivers,"$922,943",2019
Jawun Evans,"$1,378,242",2019
Ivan Rabb,"$1,378,242",2019
Royce O'Neale,"$1,378,242",2019
Thomas Bryant,"$1,378,242",2019
Frank Mason III,"$1,378,242",2019
David Stockton,"$1,378,242",2019
Daniel Theis,"$1,378,242",2019
Tyler Dorsey,"$1,378,242",2019
Jordan Bell,"$1,378,242",2019
Jabari Bird,"$1,349,464",2019
Ben Moore,"$1,349,383",2019
Daniel Hamilton,"$1,349,383",2019
Alfonzo McKinnie,"$1,349,383",2019
Tyson Chandler,"$1,333,140",2019
Elie Okobo,"$1,238,464",2019
Joakim Noah,"$1,093,858",2019
Nick Young,"$1,042,584",2019
Devonte' Graham,"$988,464",2019
Ron Baker,"$948,580",2019
Chasson Randle,"$869,094",2019
Gary Trent Jr.,"$838,464",2019
Jarred Vanderbilt,"$838,464",2019
Alize Johnson,"$838,464",2019
Chimezie Metu,"$838,464",2019
Isaiah Briscoe,"$838,464",2019
Jevon Carter,"$838,464",2019
Hamidou Diallo,"$838,464",2019
Patrick McCaw,"$777,665",2019
Brandon Goodwin,"$630,032",2019
Bruno Caboclo,"$522,151",2019
Salah Mejri,"$512,746",2019
Jeremy Lin,"$487,109",2019
John Jenkins,"$486,520",2019
Malcolm Miller,"$457,418",2019
Henry Ellenson,"$341,831",2019
Andrew Bogut,"$307,648",2019
Danuel House Jr.,"$247,827",2019
Tim Frazier,"$196,553",2019
Ray Spalding,"$184,746",2019
Cameron Reynolds,"$108,953",2019
Brad Wanamaker,"$838,464",2019
Kenrich Williams,"$838,464",2019
Keita Bates-Diop,"$838,464",2019
Ryan Broekhoff,"$838,464",2019
Isaiah Hartenstein,"$838,464",2019
Khyri Thomas,"$838,464",2019
Bruce Brown,"$838,464",2019
Kenneth Faried,"$683,661",2019
Gary Clark,"$596,873",2019
Wesley Matthews,"$512,746",2019
Nik Stauskas,"$504,200",2019
Enes Freedom,"$487,109",2019
Chris Boucher,"$457,418",2019
Markieff Morris,"$427,288",2019
Pau Gasol,"$333,285",2019
Jaylen Adams,"$270,014",2019
Jimmer Fredette,"$208,509",2019
Dairis Bertans,"$194,220",2019
Deonte Burton,"$151,587",2019
Chris Chiozza,"$90,005",2019
Deividas Sirvydis,"$898,310",2021
Isaiah Briscoe,"$838,464",2021
Blake Griffin,"$776,983",2021
Ersan Ilyasova,"$754,783",2021
Timothe Luwawu-Cabarrot,"$654,469",2021
Paul Reed,"$609,128",2021
Norvel Pelle,"$500,000",2021
Nemanja Bjelica,"$432,890",2021
Alize Johnson,"$399,591",2021
Dion Waiters,"$375,385",2021
Yuta Watanabe,"$321,893",2021
Tim Frazier,"$255,294",2021
Damian Jones,"$237,965",2021
Moritz Wagner,"$221,995",2021
Rondae Hollis-Jefferson,"$210,895",2021
Austin Rivers,"$188,696",2021
Mamadi Diakite,"$160,173",2021
Didi Louzada,"$123,056",2021
Freddie Gillespie,"$116,903",2021
Mike James,"$39,608",2021
Kenyon Martin Jr.,"$898,310",2021
Andre Drummond,"$794,536",2021
Oshae Brissett,"$757,453",2021
Chimezie Metu,"$700,000",2021
Lamar Stevens,"$652,366",2021
Jeff Teague,"$510,589",2021
Dewayne Dedmon,"$432,890",2021
Jabari Parker,"$430,729",2021
Tyler Cook,"$396,081",2021
Juan Toscano-Anderson,"$358,295",2021
Anthony Tolliver,"$263,501",2021
Khyri Thomas,"$250,000",2021
DeMarcus Cousins,"$233,095",2021
Yogi Ferrell,"$214,169",2021
Jimmer Fredette,"$208,509",2021
Devonte' Graham,"$163,861",2021
Mfiondu Kabengele,"$154,433",2021
Naji Marshall,"$120,000",2021
Ignas Brazdeikis,"$49,510",2021
Elijah Bryant,"$24,611",2021
Lamar Stevens,"$1,517,981",2022
Naji Marshall,"$1,517,981",2022
Saben Lee,"$1,489,065",2022
JT Thor,"$1,250,000",2022
Alfonzo McKinnie,"$1,090,007",2022
Isaiah Livers,"$1,057,260",2022
Marquese Chriss,"$958,529",2022
Dalano Banton,"$925,258",2022
Georgios Kalaitzakis,"$925,258",2022
Greg Brown III,"$925,258",2022
Miles McBride,"$925,258",2022
Austin Reaves,"$925,258",2022
Marko Simonovic,"$925,258",2022
Vit Krejci,"$925,258",2022
Bismack Biyombo,"$863,368",2022
Daishen Nix,"$612,000",2022
Danuel House Jr.,"$565,986",2022
Keifer Sykes,"$558,345",2022
DeAndre' Bembry,"$518,021",2022
Jevon Carter,"$441,277",2022
Mamadi Diakite,"$1,517,981",2022
Isaiah Todd,"$1,500,000",2022
Omer Yurtseven,"$1,489,065",2022
Wesley Matthews,"$1,237,494",2022
Jason Preston,"$1,062,303",2022
Tristan Thompson,"$1,000,000",2022
Duane Washington Jr.,"$950,000",2022
Jared Butler,"$925,258",2022
Charles Bassey,"$925,258",2022
Jock Landale,"$925,258",2022
Luka Garza,"$925,258",2022
Brandon Boston Jr.,"$925,258",2022
Ayo Dosunmu,"$925,258",2022
Stanley Johnson,"$888,616",2022
Lance Stephenson,"$642,729",2022
Terry Taylor,"$600,000",2022
Luke Kornet,"$565,986",2022
Ryan Arcidiacono,"$546,800",2022
Goran Dragic,"$460,463",2022
Trendon Watford,"$436,482",2022
Charlie Villanueva,"$947,276",2016
Austin Daye,"$947,276",2016
James Jones,"$947,276",2016
Ian Clark,"$947,276",2016
Josh Smith,"$947,276",2016
Jason Richardson,"$947,276",2016
Jimmer Fredette,"$874,837",2016
Jarnell Stokes,"$845,059",2016
Jordan Clarkson,"$845,059",2016
Markel Brown,"$845,059",2016
Tyler Johnson,"$845,059",2016
Jerami Grant,"$845,059",2016
James Michael McAdoo,"$845,059",2016
Joe Harris,"$845,059",2016
Jabari Brown,"$845,059",2016
Keith Benson,"$845,059",2016
Langston Galloway,"$845,059",2016
Devyn Marble,"$845,059",2016
Adonis Thomas,"$845,059",2016
James Ennis III,"$845,059",2016
Samuel Dalembert,"$947,276",2016
Kendrick Perkins,"$947,276",2016
Willie Reed,"$947,276",2016
Nate Robinson,"$947,276",2016
Justin Holiday,"$947,276",2016
Raul Neto,"$900,000",2016
Damien Inglis,"$855,000",2016
Russ Smith,"$845,059",2016
Eric Moreland,"$845,059",2016
Nick Johnson,"$845,059",2016
Jack Cooley,"$845,059",2016
Terrico White,"$845,059",2016
Cleanthony Early,"$845,059",2016
Johnny O'Bryant III,"$845,059",2016
Marcus Landry,"$845,059",2016
David Stockton,"$845,059",2016
Shayne Whittington,"$845,059",2016
JaMychal Green,"$845,059",2016
Cameron Bairstow,"$845,059",2016
Tarik Black,"$845,059",2016
Daniel Ochefu,"$1,312,611",2018
Semaj Christon,"$1,312,611",2018
Tyler Ulis,"$1,312,611",2018
Patricio Garino,"$1,312,611",2018
Bryn Forbes,"$1,312,611",2018
Damian Jones,"$1,312,611",2018
Yogi Ferrell,"$1,312,611",2018
Deyonta Davis,"$1,312,611",2018
Michael Gbinije,"$1,312,611",2018
Isaiah Whitehead,"$1,312,611",2018
Chasson Randle,"$1,312,611",2018
Davis Bertans,"$1,312,611",2018
Sheldon Mac,"$1,312,611",2018
Paul Zipser,"$1,312,611",2018
Jarrod Uthoff,"$1,312,611",2018
Nicolas Brussino,"$1,312,611",2018
Khris Middleton,"$1,300,000",2018
Livio Jean-Charles,"$1,188,840",2018
Abdel Nader,"$1,167,333",2018
John Jenkins,"$1,050,961",2018
Carrick Felix,"$1,312,611",2018
Stephen Zimmerman,"$1,312,611",2018
Chinanu Onuaku,"$1,312,611",2018
Skal Labissiere,"$1,312,611",2018
AJ Hammons,"$1,312,611",2018
Ivica Zubac,"$1,312,611",2018
DeQuan Jones,"$1,312,611",2018
Andrew Harrison,"$1,312,611",2018
Cheick Diallo,"$1,312,611",2018
Kalin Lucas,"$1,312,611",2018
Dorian Finney-Smith,"$1,312,611",2018
Edy Tavares,"$1,312,611",2018
Diamond Stone,"$1,312,611",2018
Wayne Selden,"$1,312,611",2018
Jake Layman,"$1,312,611",2018
Dejounte Murray,"$1,312,611",2018
Semi Ojeleye,"$1,291,892",2018
Frank Mason III,"$1,184,385",2018
Tony Wroten,"$1,050,961",2018
Chris Johnson,"$1,050,961",2018
Caleb Homesley,"$20,000",2021
Omer Yurtseven,"$18,458",2021
Charlie Brown Jr.,"$19,804",2021
Gary Payton II,"$11,898",2021
Nik Stauskas,"$432,536",2022
D.J. Augustin,"$393,312",2022
Devontae Cacok,"$364,353",2022
Haywood Highsmith,"$290,967",2022
Joe Wieskamp,"$202,068",2022
Amir Coffey,"$153,488",2022
Armoni Brooks,"$136,926",2022
Luca Vildoza,"$42,789",2022
Juwan Morgan,"$19,816",2022
Xavier Sneed,"$8,558",2022
Kessler Edwards,"$5,318",2022
DeMarcus Cousins,"$431,684",2022
DeAndre Jordan,"$374,126",2022
Sam Hauser,"$313,737",2022
Malik Fitts,"$231,062",2022
Isaiah Thomas,"$191,860",2022
Jose Alvarado,"$150,000",2022
Devin Cannady,"$100,000",2022
Rayjon Tucker,"$28,779",2022
Moses Brown,"$19,186",2022
Ish Wainright,"$5,318",2022
Damian Jones,"$1,171,560",2017
Rakeem Christmas,"$1,052,342",2017
Tony Wroten,"$1,050,961",2017
Chris Johnson,"$1,050,961",2017
Montrezl Harrell,"$1,045,000",2017
Richaun Holmes,"$1,025,831",2017
Isaiah Canaan,"$1,015,696",2017
Robert Covington,"$1,015,696",2017
Andrew Goudelock,"$1,015,696",2017
Willie Reed,"$1,015,696",2017
Edy Tavares,"$1,000,000",2017
Jarnell Stokes,"$980,431",2017
Nate Wolters,"$980,431",2017
Eric Moreland,"$980,431",2017
Chris Wright,"$980,431",2017
Jordan Farmar,"$980,431",2017
Greg Stiemsma,"$980,431",2017
Cory Jefferson,"$980,431",2017
Damjan Rudez,"$980,431",2017
Lou Amundson,"$980,431",2017
Isaiah Whitehead,"$1,074,145",2017
Joe Young,"$1,052,342",2017
John Jenkins,"$1,050,961",2017
Glenn Robinson III,"$1,050,500",2017
Ivica Zubac,"$1,034,956",2017
Mike Muscala,"$1,015,696",2017
DeAndre Liggins,"$1,015,696",2017
Anthony Bennett,"$1,015,696",2017
Jeff Withey,"$1,015,696",2017
Justin Holiday,"$1,015,696",2017
Brian Roberts,"$980,431",2017
Ty Lawson,"$980,431",2017
Henry Sims,"$980,431",2017
Markel Brown,"$980,431",2017
Raymond Felton,"$980,431",2017
Jerami Grant,"$980,431",2017
James Michael McAdoo,"$980,431",2017
Elton Brand,"$980,431",2017
Arinze Onuaku,"$980,431",2017
Sasha Vujacic,"$980,431",2017
Dwight Buycks,"$1,600,520",2020
Chris Boucher,"$1,588,231",2020
Monte Morris,"$1,588,231",2020
Tyrone Wallace,"$1,588,231",2020
Georgios Papagiannis,"$1,544,951",2020
Wade Baldwin IV,"$1,544,951",2020
Paul Zipser,"$1,544,951",2020
Omri Casspi,"$1,512,601",2020
Dwyane Wade,"$1,512,601",2020
Isaiah Roby,"$1,500,000",2020
Shake Milton,"$1,455,697",2020
Thanasis Antetokounmpo,"$1,445,697",2020
Derrick Walton Jr.,"$1,445,697",2020
Iman Shumpert,"$1,419,138",2020
Jarred Vanderbilt,"$1,416,852",2020
Kenrich Williams,"$1,416,852",2020
Alize Johnson,"$1,416,852",2020
Chimezie Metu,"$1,416,852",2020
Ryan Broekhoff,"$1,416,852",2020
Jalen Brunson,"$1,416,852",2020
Mitchell Robinson,"$1,599,712",2020
Malcolm Miller,"$1,588,231",2020
Antonio Blakeney,"$1,588,231",2020
Malachi Richardson,"$1,569,360",2020
Chinanu Onuaku,"$1,544,951",2020
Isaiah Whitehead,"$1,544,951",2020
Amile Jefferson,"$1,529,007",2020
Isaiah Canaan,"$1,512,601",2020
Nigel Williams-Goss,"$1,500,000",2020
Alfonzo McKinnie,"$1,500,000",2020
Brad Wanamaker,"$1,445,697",2020
Wenyen Gabriel,"$1,445,697",2020
Theo Pinson,"$1,445,697",2020
Gary Trent Jr.,"$1,416,852",2020
Melvin Frazier Jr.,"$1,416,852",2020
Deonte Burton,"$1,416,852",2020
Keita Bates-Diop,"$1,416,852",2020
De'Anthony Melton,"$1,416,852",2020
Isaiah Hartenstein,"$1,416,852",2020
Svi Mykhailiuk,"$1,416,852",2020
Anthony Bennett,"$1,015,696",2018
Isaiah Canaan,"$997,547",2018
Henry Sims,"$980,431",2018
Jordan Farmar,"$980,431",2018
Cory Jefferson,"$980,431",2018
Arinze Onuaku,"$980,431",2018
Marcus Thornton,"$980,431",2018
John Lucas III,"$980,431",2018
Orlando Johnson,"$980,431",2018
Steve Novak,"$980,431",2018
Shayne Whittington,"$980,431",2018
Phil Pressey,"$980,431",2018
Elliot Williams,"$980,431",2018
Jorge Gutierrez,"$980,431",2018
Anderson Varejao,"$980,431",2018
Robert Sacre,"$980,431",2018
Rade Zagorac,"$950,000",2018
Reggie Williams,"$895,197",2018
D.J. Kennedy,"$874,636",2018
Nick Johnson,"$874,636",2018
Andrew Goudelock,"$1,015,696",2018
Jarnell Stokes,"$980,431",2018
Chris Wright,"$980,431",2018
Greg Stiemsma,"$980,431",2018
Elton Brand,"$980,431",2018
Lou Amundson,"$980,431",2018
Toure' Murry,"$980,431",2018
Rasual Butler,"$980,431",2018
Xavier Henry,"$980,431",2018
Dorell Wright,"$980,431",2018
Pablo Prigioni,"$980,431",2018
Devyn Marble,"$980,431",2018
Cameron Bairstow,"$980,431",2018
Robbie Hummel,"$980,431",2018
Chris Andersen,"$980,431",2018
Will Bynum,"$980,431",2018
Ivan Rabb,"$950,000",2018
DJ Stephens,"$874,636",2018
Casper Ware,"$874,636",2018
Duje Dukan,"$874,636",2018
Jerome Jordan,"$816,482",2015
Justin Holiday,"$816,482",2015
Jarnell Stokes,"$725,000",2015
Malcolm Lee,"$710,659",2015
Spencer Dinwiddie,"$700,000",2015
Gal Mekel,"$633,974",2015
Russ Smith,"$507,336",2015
Brady Heslip,"$507,336",2015
Erick Green,"$507,336",2015
Eric Moreland,"$507,336",2015
Nick Johnson,"$507,336",2015
Sim Bhullar,"$507,336",2015
Keith Appling,"$507,336",2015
Alex Kirk,"$507,336",2015
Travis Wear,"$507,336",2015
Shayne Whittington,"$507,336",2015
James Ennis III,"$507,336",2015
Pierre Jackson,"$507,336",2015
Patric Young,"$507,336",2015
Kalin Lucas,"$486,446",2015
Erik Jay Murphy,"$816,482",2015
Hassan Whiteside,"$769,881",2015
Dante Cunningham,"$716,043",2015
Darius Morris,"$702,756",2015
Malcolm Thomas,"$635,827",2015
Johnny O'Bryant III,"$600,000",2015
Khem Birch,"$507,336",2015
Jordan Clarkson,"$507,336",2015
KJ McDaniels,"$507,336",2015
Markel Brown,"$507,336",2015
Glenn Robinson III,"$507,336",2015
Cory Jefferson,"$507,336",2015
Cleanthony Early,"$507,336",2015
Joe Ingles,"$507,336",2015
JaKarr Sampson,"$507,336",2015
Cameron Bairstow,"$507,336",2015
Tarik Black,"$507,336",2015
Dwight Powell,"$507,336",2015
Will Cherry,"$495,399",2015
Drew Gordon,"$468,540",2015
Elijah Millsap,"$845,059",2016
Dwight Powell,"$845,059",2016
Kostas Papanikolaou,"$800,321",2016
Norman Powell,"$650,000",2016
Darrun Hilliard,"$600,000",2016
Jarrid Famous,"$525,093",2016
Jonathon Simmons,"$525,093",2016
Duje Dukan,"$525,093",2016
Kyle Casey,"$525,093",2016
Branden Dawson,"$525,093",2016
Maurice Ndour,"$525,093",2016
Treveon Graham,"$525,093",2016
Corey Hawkins,"$525,093",2016
Jamil Wilson,"$525,093",2016
Michael Frazier II,"$525,093",2016
Luis Montero,"$525,093",2016
Aaron Harrison,"$525,093",2016
Brandon Ashley,"$525,093",2016
Pierre Jackson,"$525,093",2016
Cliff Alexander,"$525,093",2016
Spencer Dinwiddie,"$845,059",2016
Tim Frazier,"$845,059",2016
Bryce Cotton,"$700,902",2016
Pat Connaughton,"$625,093",2016
Jarell Eddie,"$561,716",2016
Ronald Roberts Jr.,"$525,093",2016
Josh Richardson,"$525,093",2016
Deonte Burton,"$525,093",2016
Scottie Wilbekin,"$525,093",2016
Melvin Ejim,"$525,093",2016
Shannon Scott,"$525,093",2016
J.J. O'Brien,"$525,093",2016
Robert Upshaw,"$525,093",2016
T.J. McConnell,"$525,093",2016
Marcelinho Huertas,"$525,093",2016
Greg Whittington,"$525,093",2016
Christian Wood,"$525,093",2016
Salah Mejri,"$525,093",2016
Cristiano Felicio,"$525,093",2016
Bo McCalebb,"$525,093",2016
JaKarr Sampson,"$85,458",2019
Greg Monroe,"$59,820",2019
Jemerrio Jones,"$52,108",2019
Mitchell Creek,"$47,371",2019
Billy Garrett Jr.,"$42,634",2019
Michael Frazier II,"$23,685",2019
Eric Moreland,"$17,092",2019
Jonathan Gibson,"$17,092",2019
Duncan Robinson,"$9,474",2019
Theo Pinson,"$4,737",2019
Michael Carter-Williams,"$59,820",2019
Tyler Zeller,"$59,820",2019
Isaac Humphries,"$47,371",2019
BJ Johnson,"$42,634",2019
Deyonta Davis,"$25,367",2019
Yante Maten,"$18,948",2019
Jordan McRae,"$17,092",2019
Tarik Phillip,"$9,474",2019
Kendrick Nunn,"$4,737",2019
Elie Okobo,"$1,416,852",2020
Duncan Robinson,"$1,416,852",2020
Kendrick Nunn,"$1,416,852",2020
Hamidou Diallo,"$1,416,852",2020
Devonte' Graham,"$1,416,852",2020
Yante Maten,"$1,416,852",2020
Tarik Phillip,"$1,416,842",2020
Bruno Fernando,"$1,400,000",2020
Kyle Collinsworth,"$1,378,242",2020
Brandon Paul,"$1,378,242",2020
David Stockton,"$1,378,242",2020
Aaron Jackson,"$1,378,242",2020
Carmelo Anthony,"$1,364,204",2020
Ben Moore,"$1,349,383",2020
Kevin Porter Jr.,"$1,290,960",2020
Cody Martin,"$1,173,310",2020
Nick Young,"$1,042,584",2020
Terance Mann,"$1,000,000",2020
David Nwaba,"$903,111",2020
Dewan Hernandez,"$898,310",2020
Jevon Carter,"$1,416,852",2020
Jemerrio Jones,"$1,416,852",2020
Khyri Thomas,"$1,416,852",2020
Bruce Brown,"$1,416,852",2020
Dairis Bertans,"$1,416,852",2020
Isaac Bonga,"$1,416,842",2020
Jaylen Nowell,"$1,400,000",2020
Dakari Johnson,"$1,378,242",2020
Jaylen Morris,"$1,378,242",2020
Rodney Purvis,"$1,378,242",2020
Zhou Qi,"$1,378,242",2020
Ike Anigbogu,"$1,378,242",2020
Jabari Bird,"$1,349,464",2020
James Nunnally,"$1,349,383",2020
Carsen Edwards,"$1,228,026",2020
Gary Payton II,"$1,052,909",2020
Admiral Schofield,"$1,000,000",2020
Ron Baker,"$948,580",2020
Jalen McDaniels,"$898,310",2020
Daniel Gafford,"$898,310",2020
Joe Harris,"$980,431",2017
Toure' Murry,"$980,431",2017
